TF	target
SPI1	PATL1
NFAT5	PATL1
SOX10	PATL1
LEF1	PATL1
GATA6	PATL1
Gata4	PATL1
SPIB	PATL1
TCF7L1	PATL1
Tcf7	PATL1
TCF7L2	PATL1
Bcl6	PATL1
Tcf12	CCDC86
Myog	CCDC86
ASCL1	CCDC86
Myod1	CCDC86
MSC	CCDC86
Ascl2	CCDC86
NHLH1	CCDC86
MYF6	CCDC86
TFAP4	CCDC86
Tcf21	CCDC86
TAL1	CCDC86
RUNX1	PRPF19
E2F6	PRPF19
INSM1	PRPF19
REST	PRPF19
THAP1	PRPF19
TFAP2B	PRPF19
TFAP2C	PRPF19
SPDEF	PRPF19
ETV2	PRPF19
PRDM1	PRPF19
EBF1	PRPF19
RUNX2	PRPF19
SP1	PRPF19
MZF1	PRPF19
KLF5	PRPF19
LEF1	PRPF19
ZNF263	PRPF19
ETS1	PRPF19
SCRT2	PRPF19
SPIB	PRPF19
RUNX3	PRPF19
GCM2	CD6
THAP1	CD6
EBF1	CD6
SMAD2	CD6
PAX5	CD6
Zfx	CD6
GLI2	CD6
INSM1	CD5
REST	CD5
HNF1A	CD5
TFAP2B(var	CD5
TFAP2C(var	CD5
TFAP2A	CD5
Stat5a	CD5
GATA2	CD5
Gata1	CD5
GATA3	CD5
GATA5	CD5
ESR2	CD5
STAT1	CD5
Sox6	CD5
Sox3	CD5
HNF1B	CD5
PLAG1	CD5
SOX10	CD5
Zfx	CD5
GATA1	CD5
GATA6	CD5
Gata4	CD5
EWSR1-FLI1	CD5
Bcl6	CD5
STAT3	VPS37C
STAT1	VPS37C
BCL6B	VPS37C
HIC2	VPS37C
ZEB1	VPS37C
ID4	VPS37C
TCF3	VPS37C
HEY2	VPS37C
TCF4	VPS37C
SIX2	VPS37C
Stat5a	VPS37C
PKNOX1	VPS37C
PKNOX2	VPS37C
TGIF2	VPS37C
TGIF1	VPS37C
RARA(var	VPS37C
Rarb(var	VPS37C
RARA	VPS37C
SPIC	VPS37C
MTF1	VPS37C
SOX15	VPS37C
SNAI2	VPS37C
Rhox11	VPS37C
ETV3	VPS37C
Sox5	TKFC
SP2	TKFC
STAT3	TKFC
STAT1	TKFC
Stat4	TKFC
HIC2	TKFC
IRF1	TKFC
PRDM1	TKFC
Stat5a	TKFC
EGR4	TKFC
ZNF384	TKFC
TFAP2C	TKFC
Stat6	TKFC
SP1	TKFC
SP3	TKFC
Pou5f1	TKFC
SRY	TKFC
RREB1	TKFC
KLF5	TKFC
Nr5a2	TKFC
RBPJ	TKFC
PLAG1	TKFC
SPIC	TKFC
SPI1	TKFC
ZNF263	TKFC
SPIB	TKFC
Nr2e3	TKFC
RELB	TKFC
Znf423	TKFC
Tcf12	TMEM138
Myog	TMEM138
ASCL1	TMEM138
PAX1	TMEM138
Myod1	TMEM138
CENPB	TMEM138
Ascl2	TMEM138
NHLH1	TMEM138
NRL	TMEM138
ZNF263	TMEM138
Esrra	CYB561A3
SP2	CYB561A3
TBX20	CYB561A3
TBX2	CYB561A3
TBX21	CYB561A3
INSM1	CYB561A3
Klf1	CYB561A3
Tcf12	CYB561A3
Myog	CYB561A3
FOXA1	CYB561A3
RORA(var	CYB561A3
ASCL1	CYB561A3
ZNF740	CYB561A3
ESRRB	CYB561A3
NR2F2	CYB561A3
SP1	CYB561A3
Nfe2l2	CYB561A3
Rarg	CYB561A3
MZF1(var	CYB561A3
MAF	CYB561A3
TBR1	CYB561A3
Foxo1	CYB561A3
RREB1	CYB561A3
Foxa2	CYB561A3
KLF5	CYB561A3
Esrrg	CYB561A3
NR4A1	CYB561A3
RORC	CYB561A3
Nr5a2	CYB561A3
ZBTB33	CYB561A3
RORA	CYB561A3
SP4	CYB561A3
MGA	CYB561A3
TBX4	CYB561A3
TBX1	CYB561A3
TBX15	CYB561A3
ZNF263	CYB561A3
Rarb	CYB561A3
NR2F1	CYB561A3
SCRT2	CYB561A3
KLF16	CYB561A3
EOMES	CYB561A3
NHLH1	CYB561A3
TFAP4	CYB561A3
NR4A2	CYB561A3
RUNX1	CPSF7
KLF9	SDHAF2
RUNX2	CPSF7
Stat6	SDHAF2
RREB1	CPSF7
Dux	CPSF7
FOSL2	SDHAF2
FOXH1	CPSF7
RUNX3	CPSF7
MEF2A	SYT7
MEF2D	SYT7
MEF2B	SYT7
MEF2C	SYT7
ZNF384	SYT7
Hoxc9	SYT7
Stat6	SYT7
Sox6	SYT7
Sox3	SYT7
SOX10	SYT7
LEF1	SYT7
TCF7L1	SYT7
Tcf7	SYT7
CDX1	SYT7
Hoxa9	SYT7
Spz1	MYRF
Foxd3	FEN1
MZF1(var	FADS2
PBX3	FADS2
LEF1	TMEM258
PBX2	FADS2
TCF7L1	TMEM258
Tcf7	TMEM258
TCF7L2	TMEM258
Arid3a	FTH1
Sox3	FTH1
SOX10	FTH1
Nr2e3	FTH1
VSX2	FTH1
NKX6-1	FTH1
LMX1A	FTH1
VSX1	FTH1
VAX2	FTH1
Lhx4	FTH1
NKX6-2	FTH1
VAX1	FTH1
LMX1B	FTH1
Hoxb5	FTH1
Hoxd3	FTH1
IRF3	FTH1
Hoxd8	FTH1
Arid3b	FTH1
SIX1	FTH1
POU6F1	FTH1
LHX6	FTH1
MNX1	FTH1
BCL6B	FTH1
HOXB13	FTH1
HOXA13	FTH1
IRF1	FTH1
CDX2	FTH1
POU4F1	FTH1
POU4F2	FTH1
POU4F3	FTH1
mix-a	FTH1
HOXA10	FTH1
Alx1	FTH1
Arx	FTH1
POU3F3	FTH1
SCRT1	FTH1
LEF1	FTH1
STAT1	FTH1
CDX1	FTH1
TCF7L2	FTH1
HOXC13	FTH1
Hmx3	FTH1
Hmx2	FTH1
BSX	INCENP
E2F6	INCENP
KLF9	INCENP
GSX2	INCENP
HOXB13	INCENP
HOXD13	INCENP
Arid3a	INCENP
NFATC2	INCENP
POU4F1	INCENP
CENPB	INCENP
Pou5f1	INCENP
RREB1	INCENP
HINFP	INCENP
HNF1B	INCENP
NFAT5	INCENP
POU4F3	INCENP
TCF7L2	INCENP
MAFG	INCENP
ESR1	SCGB1A1
REST	SCGB1A1
EHF	SCGB1A1
HNF4G	SCGB1A1
ELF5	SCGB1A1
HLTF	SCGB1A1
RBPJ	SCGB1A1
SPIC	SCGB1A1
SPI1	SCGB1A1
MEIS2	SCGB1A1
MEIS3	SCGB1A1
SOX10	SCGB1A1
MEIS1	SCGB1A1
TCF7L2	SCGB1A1
INSM1	AHNAK
Tcf12	AHNAK
Myog	AHNAK
HNF4G	AHNAK
ASCL1	AHNAK
ZEB1	AHNAK
CTCFL	AHNAK
Myod1	AHNAK
Nr2f6(var	AHNAK
Rarg	AHNAK
Ascl2	AHNAK
NHLH1	AHNAK
Ddit3	AHNAK
KLF5	AHNAK
SCRT1	AHNAK
ZNF263	AHNAK
Zfx	AHNAK
Rarb	AHNAK
Tcf7	AHNAK
ESR1	AHNAK
MYB	AHNAK
MYF6	AHNAK
HIC2	AHNAK
ID4	AHNAK
TCF3	AHNAK
FIGLA	AHNAK
TCF4	AHNAK
MZF1	AHNAK
RARA	AHNAK
LEF1	AHNAK
SNAI2	AHNAK
TCF7L1	AHNAK
Foxq1	AHNAK
TCF7L2	AHNAK
CEBPA	EEF1G
ATF4	EEF1G
Dux	EEF1G
SCRT2	EEF1G
NFYA	EEF1G
RUNX1	TUT1
EBF1	TUT1
MYC	TUT1
HNF4G	TUT1
Nkx3-1	TUT1
Rxra	TUT1
LIN54	TUT1
Rarb(var	TUT1
Hnf4a	TUT1
TCF7L2	TUT1
Spz1	MTA2
NFYB	MTA2
EGR1	MTA2
CENPB	MTA2
Dux	MTA2
Gfi1b	MTA2
ZNF263	MTA2
IRF7	MTA2
NFYA	MTA2
EWSR1-FLI1	MTA2
HOXC13	MTA2
SP2	MTA2
E2F6	MTA2
Klf1	MTA2
GLIS2	MTA2
Klf12	MTA2
KLF9	MTA2
FOXF2	MTA2
Tcf12	MTA2
Myog	MTA2
GLIS3	MTA2
ZIC1	MTA2
ZBTB7C	MTA2
ZBTB7B	MTA2
ASCL1	MTA2
Gfi1	MTA2
Myod1	MTA2
SP8	MTA2
EGR4	MTA2
SP1	MTA2
SP3	MTA2
Nkx2-5(var	MTA2
HOXC12	MTA2
HOXD12	MTA2
HOXC11	MTA2
FOXD2	MTA2
Ascl2	MTA2
NEUROD1	MTA2
RREB1	MTA2
FOXK1	MTA2
NRL	MTA2
FOXG1	MTA2
JUND(var	MTA2
KLF5	MTA2
RBPJ	MTA2
ZIC4	MTA2
ZIC3	MTA2
PLAG1	MTA2
SP4	MTA2
KLF16	MTA2
SPIB	MTA2
NR2C2	MTA2
MAFG	MTA2
PBX1	EML3
ZEB1	EML3
IRF1	EML3
ID4	EML3
TCF4	EML3
ZNF384	EML3
Foxd3	EML3
ESR2	EML3
NFIL3	EML3
ZNF263	EML3
IRF3	B3GAT3
CUX1	B3GAT3
CUX2	B3GAT3
KLF4	B3GAT3
E2F6	B3GAT3
Klf1	B3GAT3
Spz1	B3GAT3
Stat4	B3GAT3
SIX1	B3GAT3
GCM2	B3GAT3
E2F1	B3GAT3
SIX2	B3GAT3
Stat5a	B3GAT3
ZSCAN4	B3GAT3
SP1	B3GAT3
Rarg	B3GAT3
MZF1	B3GAT3
Nr2e1	B3GAT3
HLTF	B3GAT3
SREBF2(var	B3GAT3
MLX	B3GAT3
LIN54	B3GAT3
Rarb	B3GAT3
GATA1	B3GAT3
SPIB	B3GAT3
ONECUT1	B3GAT3
YY1	B3GAT3
ZBTB18	GANAB
FOXC2	GANAB
Pitx1	GANAB
OTX1	GANAB
TBX21	GANAB
KLF4	GANAB
ESR1	GANAB
Klf1	GANAB
ONECUT3	GANAB
Klf12	GANAB
KLF9	GANAB
NFIC	GANAB
FOXA1	GANAB
GSC2	GANAB
GSC	GANAB
ID4	GANAB
TCF3	GANAB
FIGLA	GANAB
TCF4	GANAB
SP8	GANAB
ZNF384	GANAB
Stat6	GANAB
SP3	GANAB
PKNOX1	GANAB
PKNOX2	GANAB
TGIF1	GANAB
TBR1	GANAB
SMAD2	GANAB
Foxa2	GANAB
KLF5	GANAB
Foxd3	GANAB
Lhx3	GANAB
FOXB1	GANAB
FOXC1	GANAB
PROP1	GANAB
TBX5	GANAB
MGA	GANAB
TBX4	GANAB
TBX1	GANAB
TBX15	GANAB
FOSL2	GANAB
Dmbx1	GANAB
GATA1	GANAB
PITX3	GANAB
TP53	GANAB
Foxj3	GANAB
VDR	GANAB
SNAI2	GANAB
ZBTB18	C11orf98
TBX21	C11orf98
MEF2A	CSKMT
MEF2D	CSKMT
MEF2B	CSKMT
NFKB1	C11orf98
ZEB1	CSKMT
ID4	C11orf98
TCF3	C11orf98
FIGLA	C11orf98
TCF4	C11orf98
ZNF354C	C11orf98
HES7	CSKMT
HES5	CSKMT
MEF2C	CSKMT
PKNOX1	C11orf98
PKNOX2	C11orf98
TGIF1	C11orf98
TBR1	C11orf98
SMAD2	C11orf98
TBX5	C11orf98
MGA	C11orf98
TBX4	C11orf98
TBX1	C11orf98
TBX15	C11orf98
FOSL2	C11orf98
SNAI2	C11orf98
USF1	CSKMT
YY1	CSKMT
Dlx1	CSKMT
FOXC2	GNG3
ESR1	GNG3
FOXO6	GNG3
FOXI1	GNG3
FOXL1	GNG3
FOXO4	GNG3
FOXD2	GNG3
FOXP3	GNG3
FOXD1	GNG3
Foxj2	GNG3
FOXG1	GNG3
FOXO3	GNG3
Arid3a	GNG3
FOXP2	GNG3
FOXK2	GNG3
ZNF384	GNG3
Nfe2l2	GNG3
MAF	GNG3
SRY	GNG3
PBX3	GNG3
Foxa2	GNG3
FOXB1	GNG3
FOXC1	GNG3
VDR	GNG3
Esrra	BSCL2
CEBPA	BSCL2
KLF4	BSCL2
ESR1	BSCL2
Klf1	BSCL2
Spz1	BSCL2
Klf12	BSCL2
KLF9	BSCL2
MEF2A	BSCL2
MEF2D	BSCL2
MEF2B	BSCL2
NFKB1	BSCL2
NFKB2	BSCL2
IRF1	BSCL2
SP8	BSCL2
Nr2f6(var	BSCL2
MEF2C	BSCL2
ESRRB	BSCL2
NR2F2	BSCL2
ZNF384	BSCL2
Nfe2l2	BSCL2
SP3	BSCL2
Rarg	BSCL2
MAF	BSCL2
PBX3	BSCL2
Ddit3	BSCL2
KLF5	BSCL2
Esrrg	BSCL2
NR4A1	BSCL2
Nr5a2	BSCL2
RORA	BSCL2
PLAG1	BSCL2
Zfx	BSCL2
Rarb	BSCL2
NR2F1	BSCL2
YY1	BSCL2
NR4A2	BSCL2
FOXC2	HNRNPUL2-BSCL2
Esrra	HNRNPUL2
SP2	HNRNPUL2-BSCL2
IRF3	HNRNPUL2-BSCL2
ESR1	HNRNPUL2-BSCL2
FOSL2	HNRNPUL2
JUN	HNRNPUL2
JDP2(var	HNRNPUL2
CREB1	HNRNPUL2
INSM1	HNRNPUL2
TFAP2B	HNRNPUL2
TFAP2C	HNRNPUL2
TFAP2A(var	HNRNPUL2
PBX1	HNRNPUL2-BSCL2
FOXF2	HNRNPUL2-BSCL2
NFIC	HNRNPUL2-BSCL2
FOXA1	HNRNPUL2-BSCL2
FOXA1	HNRNPUL2
JUNB(var	HNRNPUL2
FOSB	HNRNPUL2
FOSL1	HNRNPUL2
ATF7	HNRNPUL2
IRF1	HNRNPUL2-BSCL2
ZNF740	HNRNPUL2
ID4	HNRNPUL2-BSCL2
TCF3	HNRNPUL2-BSCL2
TCF4	HNRNPUL2-BSCL2
SREBF2	HNRNPUL2-BSCL2
Gfi1	HNRNPUL2-BSCL2
ZNF143	HNRNPUL2-BSCL2
Pax2	HNRNPUL2-BSCL2
SP8	HNRNPUL2
TFAP2A	HNRNPUL2-BSCL2
NR1H4	HNRNPUL2
FOXP2	HNRNPUL2-BSCL2
MEF2C	HNRNPUL2-BSCL2
Hoxc9	HNRNPUL2-BSCL2
ZNF384	HNRNPUL2-BSCL2
Foxd3	HNRNPUL2-BSCL2
NKX2-8	HNRNPUL2
SP1	HNRNPUL2-BSCL2
Sox2	HNRNPUL2-BSCL2
Foxo1	HNRNPUL2-BSCL2
RREB1	HNRNPUL2-BSCL2
NKX2-3	HNRNPUL2
HINFP	HNRNPUL2-BSCL2
Ahr	HNRNPUL2-BSCL2
SMAD2	HNRNPUL2-BSCL2
JUND(var	HNRNPUL2
Ddit3	HNRNPUL2-BSCL2
Sox6	HNRNPUL2-BSCL2
Sox3	HNRNPUL2-BSCL2
SCRT1	HNRNPUL2-BSCL2
SOX15	HNRNPUL2-BSCL2
Gfi1b	HNRNPUL2-BSCL2
SP4	HNRNPUL2
MTF1	HNRNPUL2
Pparg	HNRNPUL2-BSCL2
Rarg(var	HNRNPUL2
SOX10	HNRNPUL2-BSCL2
ZNF263	HNRNPUL2
ZNF263	HNRNPUL2-BSCL2
Zfx	HNRNPUL2-BSCL2
ZNF410	HNRNPUL2-BSCL2
Foxj3	HNRNPUL2-BSCL2
IRF2	HNRNPUL2-BSCL2
FOS	HNRNPUL2
VDR	HNRNPUL2-BSCL2
KLF16	HNRNPUL2
STAT1	HNRNPUL2-BSCL2
SNAI2	HNRNPUL2-BSCL2
NR1A4	HNRNPUL2
EWSR1-FLI1	HNRNPUL2-BSCL2
Nr1h3	HNRNPUL2
GRHL2	HNRNPUL2-BSCL2
VSX2	TTC9C
NKX6-1	TTC9C
LMX1A	TTC9C
VSX1	TTC9C
VAX2	TTC9C
Lhx4	TTC9C
NKX6-2	TTC9C
VAX1	TTC9C
LMX1B	TTC9C
Arid3b	TTC9C
GSX2	TTC9C
ALX3	TTC9C
MNX1	TTC9C
Arid3a	TTC9C
Phox2b	TTC9C
FOXB1	TTC9C
PHOX2A	TTC9C
PROP1	TTC9C
Nr2f6(var	TTC9C
Rarg	TTC9C
mix-a	TTC9C
RARA	TTC9C
Lhx3	TTC9C
Hoxd9	TTC9C
Rarb	TTC9C
NR2F1	TTC9C
SPIB	TTC9C
SPI1	TTC9C
FOSL1	ZBTB3
JUN(var	ZBTB3
FOSB	ZBTB3
FOSL2	ZBTB3
MAF	ZBTB3
NR2F2	ZBTB3
BATF	ZBTB3
NR2F1	ZBTB3
Sox5	ZBTB3
SP2	ZBTB3
Crx	ZBTB3
USF2	ZBTB3
ONECUT3	ZBTB3
ONECUT2	ZBTB3
ONECUT1	ZBTB3
Rfx1	ZBTB3
RORA(var	ZBTB3
HNF1A	ZBTB3
HNF4G	ZBTB3
BCL6B	ZBTB3
Arntl	ZBTB3
POU1F1	ZBTB3
BHLHE41	ZBTB3
Srebf1(var	ZBTB3
MLXIPL	ZBTB3
SREBF2(var	ZBTB3
BHLHE40	ZBTB3
TFEB	ZBTB3
MLX	ZBTB3
MITF	ZBTB3
Arnt	ZBTB3
Arid3a	ZBTB3
Gfi1	ZBTB3
SOX9	ZBTB3
RFX4	ZBTB3
RFX5	ZBTB3
RFX3	ZBTB3
RFX2	ZBTB3
TFE3	ZBTB3
ZNF384	ZBTB3
Stat6	ZBTB3
NFIL3	ZBTB3
SRY	ZBTB3
MZF1	ZBTB3
Sox6	ZBTB3
SOX15	ZBTB3
Foxd3	ZBTB3
FOXC1	ZBTB3
Gfi1b	ZBTB3
JUN	ZBTB3
SOX13	ZBTB3
Rarg(var	ZBTB3
ZNF263	ZBTB3
Rarb	ZBTB3
VDR	ZBTB3
SOX21	ZBTB3
Sox1	ZBTB3
USF1	ZBTB3
Hes2	ZBTB3
Mecom	ZBTB3
Nr2e3	ZBTB3
TBX21	POLR2G
IRF9	POLR2G
NFATC1	POLR2G
NFATC3	POLR2G
NFAT5	POLR2G
Stat5a	POLR2G
POU5F1	POLR2G
MEF2C	POLR2G
JUN(var	POLR2G
Nfe2l2	POLR2G
MAF	POLR2G
Foxd3	POLR2G
BACH2	POLR2G
TBX5	POLR2G
MGA	POLR2G
TBX4	POLR2G
TBX1	POLR2G
TBX15	POLR2G
ZNF263	POLR2G
Bach1	POLR2G
JUND	POLR2G
RARA	POLR2G
RELB	POLR2G
IRF1	TAF6L
Rxra	TAF6L
Nr2f6	TAF6L
IRF9	TAF6L
SIX2	TAF6L
DMRT3	TAF6L
NKX2-8	TAF6L
SOX4	TAF6L
IRF8	TAF6L
IRF7	TAF6L
Pou5f1	TAF6L
STAT1	TAF6L
NR1H2	TAF6L
PPARA	TMEM179B
HNF4G	TMEM179B
Pparg	TMEM179B
NR2C2	TMEM179B
THAP1	TMEM179B
Pax6	TMEM179B
Rxra	TMEM179B
Nr2f6	TMEM179B
ZBTB7B	TMEM179B
ZNF263	TMEM179B
NR1H2	TMEM179B
BSX	TMEM223
GSX2	TMEM223
HOXB13	TMEM223
HOXD13	TMEM223
IRF1	TMEM223
Arid3a	TMEM223
MZF1(var	TMEM223
PLAG1	TMEM223
VENTX	TMEM223
Pparg	TMEM223
NR2C2	TMEM223
TEAD3	NXF1
TEAD1	NXF1
TEAD4	NXF1
Foxd3	NXF1
Gfi1b	NXF1
TCF7L1	NXF1
TEAD2	NXF1
FOXC2	STX5
GLIS2	STX5
Hand1	STX5
Nkx3-1	STX5
NKX3-2	STX5
FOXP1	STX5
POU5F1	STX5
Nkx2-5(var	STX5
Ahr	STX5
Foxd3	STX5
Hoxd8	LOC105369332
REST	STX5
IRF1	STX5
IRF1	LOC105369332
Gfi1	STX5
ZNF354C	STX5
ISL2	STX5
POU5F1	LOC105369332
TBP	STX5
ZNF384	LOC105369332
Pou5f1	STX5
POU2F2	LOC105369332
BHLHE23	STX5
PKNOX2	STX5
LIN54	STX5
Gfi1b	STX5
SOX10	STX5
NEUROD2	STX5
Atoh1	STX5
Foxj3	STX5
STAT1	LOC105369332
IRF7	LOC105369332
Mecom	LOC105369332
YY1	STX5
RHOXF1	STX5
Bhlha15	STX5
FOXC2	WDR74
CEBPA	WDR74
IRF3	WDR74
RXRB	WDR74
Rxra	WDR74
RXRG	WDR74
Nr2f6	WDR74
PBX1	WDR74
HNF4G	WDR74
NR2C2	WDR74
IRF1	WDR74
IRF9	WDR74
PRDM1	WDR74
SOX9	WDR74
Rarg	WDR74
MZF1(var	WDR74
IRF8	WDR74
IRF5	WDR74
IRF7	WDR74
MZF1	WDR74
RREB1	WDR74
GRHL1	WDR74
Ddit3	WDR74
Foxd3	WDR74
SCRT1	WDR74
SOX15	WDR74
SOX13	WDR74
SMAD3	WDR74
Foxj3	WDR74
IRF2	WDR74
SCRT2	WDR74
STAT1	WDR74
IRF4	WDR74
GRHL2	WDR74
NR1H2	WDR74
Znf423	WDR74
TBX20	WDR74
Hoxd8	WDR74
STAT3	WDR74
Stat4	WDR74
SIX1	WDR74
Arid3a	WDR74
BARHL2	WDR74
OLIG2	WDR74
BHLHE22	WDR74
NEUROD2	WDR74
Atoh1	WDR74
Twist2	WDR74
Neurog1	WDR74
BHLHE23	WDR74
RBPJ	WDR74
Pparg	WDR74
LEF1	WDR74
TFCP2	WDR74
Mecom	WDR74
Tcf7	WDR74
EWSR1-FLI1	WDR74
Bhlha15	WDR74
ZNF143	SNHG1
GATA2	SLC3A2
Gata1	SLC3A2
GATA3	SLC3A2
GATA5	SLC3A2
Sox3	SLC3A2
MEIS2	SLC3A2
GATA6	SLC3A2
Gata4	SLC3A2
PBX2	SLC3A2
MEIS1	SLC3A2
RHOXF1	SNHG1
Bcl6	SLC3A2
ELF4	ATL3
ELF1	ATL3
RUNX1	ATL3
E2F6	ATL3
INSM1	ATL3
Tcf12	ATL3
Myog	ATL3
THAP1	ATL3
ASCL1	ATL3
ZEB1	ATL3
ID4	ATL3
TCF3	ATL3
TCF4	ATL3
CTCFL	ATL3
Myod1	ATL3
NFATC2	ATL3
Gabpa	ATL3
SREBF1	ATL3
ELF5	ATL3
ZNF384	ATL3
ZBTB7B	ATL3
RREB1	ATL3
TFAP2A(var	ATL3
ETV6	ATL3
Sox3	ATL3
ELK4	ATL3
ZBTB7A	ATL3
Pparg	ATL3
ZNF263	ATL3
KLF13	ATL3
SNAI2	ATL3
Esrra	RTN3
POU5F1B	RTN3
POU3F4	RTN3
INSM1	RTN3
NFIX	RTN3
ZBTB7C	RTN3
ZBTB7B	RTN3
GLI2	RTN3
TFAP2B	RTN3
TFAP2C	RTN3
ZEB1	RTN3
ID4	RTN3
TCF4	RTN3
POU5F1	RTN3
EGR4	RTN3
MZF1(var	RTN3
HINFP	RTN3
TFAP2C(var	RTN3
TFAP2B(var	RTN3
TFAP2A(var	RTN3
Esrrg	RTN3
RBPJ	RTN3
PLAG1	RTN3
Hic1	RTN3
EGR3	RTN3
ZNF24	MARK2
RUNX1	MARK2
E2F6	MARK2
TFDP1	MARK2
GLIS2	MARK2
THAP1	MARK2
ASCL1	MARK2
Gfi1	MARK2
ZNF143	MARK2
NR1H4	MARK2
MZF1	MARK2
RREB1	MARK2
Sox6	MARK2
RBPJ	MARK2
PLAG1	MARK2
ZNF263	MARK2
GLI2	MARK2
STAT1	MARK2
NHLH1	MARK2
ZNF282	MARK2
Foxq1	MARK2
EWSR1-FLI1	MARK2
GRHL2	MARK2
Znf423	MARK2
Bcl6	MARK2
HIC2	RCOR2
Hic1	RCOR2
HOXB13	RCOR2
HOXD13	RCOR2
HOXA13	RCOR2
CTCFL	RCOR2
FOXP1	RCOR2
FOXP2	RCOR2
FOXK2	RCOR2
FOXD2	RCOR2
Foxo1	RCOR2
Ddit3	RCOR2
RBPJ	RCOR2
ZIC4	RCOR2
ZIC3	RCOR2
Znf423	RCOR2
Gfi1b	RCOR2
SRF	RCOR2
CTCF	RCOR2
Arx	RCOR2
ZIC1	RCOR2
Hoxa9	RCOR2
ELF4	COX8A
EHF	COX8A
ELF1	COX8A
RXRB	COX8A
Rxra	COX8A
RXRG	COX8A
Tcf12	COX8A
Myog	COX8A
NFIX	COX8A
ZBTB7C	COX8A
ZBTB7B	COX8A
HNF4G	COX8A
Nr2f6(var	COX8A
NR2C2	COX8A
ASCL1	COX8A
NFIA	COX8A
Myod1	COX8A
Gabpa	COX8A
ELF5	COX8A
Nkx2-5(var	COX8A
Rarg	COX8A
Ascl2	COX8A
NHLH1	COX8A
RREB1	COX8A
TFAP2C(var	COX8A
TFAP2B(var	COX8A
TFAP2A(var	COX8A
ETV6	COX8A
RARA	COX8A
ELK4	COX8A
ZBTB7A	COX8A
Hic1	COX8A
Hnf4a	COX8A
ELF3	COX8A
Rarb	COX8A
Znf423	COX8A
CUX1	OTUB1
CUX2	OTUB1
ONECUT3	OTUB1
ONECUT2	OTUB1
ONECUT1	OTUB1
PBX1	OTUB1
HOXB13	OTUB1
HOXD13	OTUB1
Hoxd9	OTUB1
HOXA13	OTUB1
MITF	OTUB1
NFYB	OTUB1
CDX2	OTUB1
FOXP1	OTUB1
FOXP2	OTUB1
HOXA10	OTUB1
FOXH1	OTUB1
FOXD2	OTUB1
Nr2e1	OTUB1
Dux	OTUB1
TFEC	OTUB1
FOXG1	OTUB1
DUXA	OTUB1
NFYA	OTUB1
Foxq1	OTUB1
CDX1	OTUB1
DUX4	OTUB1
RHOXF1	OTUB1
Hoxa9	OTUB1
Hmx2	OTUB1
ZBTB18	MACROD1
TWIST1	MACROD1
MAFF	MACROD1
Hand1	MACROD1
MAFK	MACROD1
IRF1	MACROD1
RARA	MACROD1
Nfe2l2	MACROD1
MAF	MACROD1
RARA(var	MACROD1
BACH2	MACROD1
Rarg(var	MACROD1
LEF1	MACROD1
ZNF263	MACROD1
Bach1	MACROD1
GCM1	MACROD1
TCF7L1	MACROD1
Tcf7	MACROD1
YY1	MACROD1
TCF7L2	MACROD1
EWSR1-FLI1	MACROD1
VSX2	STIP1
BSX	STIP1
Lhx8	STIP1
RAX2	STIP1
LHX9	STIP1
DLX6	STIP1
NKX6-1	STIP1
LBX1	STIP1
LMX1A	STIP1
VSX1	STIP1
Shox2	STIP1
VAX2	STIP1
PAX4	STIP1
Lhx4	STIP1
NKX6-2	STIP1
VAX1	STIP1
Prrx2	STIP1
ISX	STIP1
EN1	STIP1
SHOX	STIP1
UNCX	STIP1
PDX1	STIP1
LMX1B	STIP1
PRRX1	STIP1
FOSL1	STIP1
Hoxb5	STIP1
Hoxd3	STIP1
KLF4	STIP1
ESX1	STIP1
EVX1	STIP1
EMX2	STIP1
POU6F1	STIP1
GSX2	STIP1
MEOX1	STIP1
LBX2	STIP1
GBX1	STIP1
ALX3	STIP1
MEOX2	STIP1
LHX6	STIP1
RAX	STIP1
LHX2	STIP1
HOXB2	STIP1
HOXB3	STIP1
HOXA2	STIP1
EN2	STIP1
GSX1	STIP1
MIXL1	STIP1
EMX1	STIP1
EVX2	STIP1
NOTO	STIP1
MNX1	STIP1
GBX2	STIP1
HESX1	STIP1
Dlx1	STIP1
Arid3b	STIP1
Klf1	STIP1
Klf12	STIP1
KLF9	STIP1
NFKB1	STIP1
NFKB2	STIP1
HIC2	STIP1
ZEB1	STIP1
Alx4	STIP1
Alx1	STIP1
Arx	STIP1
HOXB13	STIP1
HOXD13	STIP1
HOXA13	STIP1
ID4	STIP1
TCF4	STIP1
TCF3	STIP1
Arid3a	STIP1
ZNF354C	STIP1
ZNF143	STIP1
SP8	STIP1
KLF14	STIP1
ISL2	STIP1
Nobox	STIP1
NKX3-2	STIP1
SP3	STIP1
MAF	STIP1
PKNOX1	STIP1
PKNOX2	STIP1
TGIF2	STIP1
mix-a	STIP1
MZF1	STIP1
Nr2e1	STIP1
RARA	STIP1
Sox6	STIP1
Sox3	STIP1
KLF5	STIP1
RELA	STIP1
ZBTB33	STIP1
BATF	STIP1
SP4	STIP1
SPIC	STIP1
HMBOX1	STIP1
SOX10	STIP1
LEF1	STIP1
ZNF263	STIP1
E2F7	STIP1
SPIB	STIP1
POU6F2	STIP1
SNAI2	STIP1
Hes2	STIP1
TCF7L2	STIP1
EWSR1-FLI1	STIP1
HOXC13	STIP1
MAFG	STIP1
Nkx2-5	STIP1
